year,Winter_Survival,col_area,massaug,nb_mass,age,ageclass,sex,valley_location,date_of_melt,ID_Code
1991,0,mm,3437.880477,2,3,Adult,F,up_valley,123,1171
2013,0,gothictown,3851.306294,3,1,Yearling,M,down_valley,146,3152
2013,0,mm_maintalus,3885.759303,3,1,Yearling,M,up_valley,146,3187
2013,0,northpk,3554.001448,1,1,Yearling,M,up_valley,146,3205
1988,0,cliff,5110.540908,1,2,Adult,M,up_valley,132,4225
1975,1,gothictown,4010.23913,1,2,Adult,M,down_valley,135,4101
1976,1,gothictown,NA,NA,3,Adult,M,down_valley,116,4101
1977,0,gothictown,NA,NA,4,Adult,M,down_valley,155,4101
2013,1,picnic_lower,3179.757811,5,1,Yearling,F,up_valley,146,3165
2014,1,picnic_lower,2774.728765,8,2,Adult,F,up_valley,127,3165
2015,1,picnic_lower,2972.566291,8,3,Adult,F,up_valley,138,3165
2016,1,picnic_lower,3499.016875,7,4,Adult,F,up_valley,144,3165
2017,1,picnic_lower,3617.318637,8,5,Adult,F,up_valley,125,3165
2018,1,picnic_lower,3539.68294,14,6,Adult,F,up_valley,157,3165
2019,0,picnic_lower,NA,NA,7,Adult,F,up_valley,128,3165
2013,0,boulder,3501.111865,1,1,Yearling,M,up_valley,146,3206
2013,0,mm_aspen,3956.510929,8,1,Yearling,M,up_valley,146,3188
2013,1,mm_maintalus,3379.13399,8,1,Yearling,F,up_valley,146,3201
2014,1,mm_aspen,3689.664341,13,2,Adult,F,up_valley,127,3201
2015,0,mm_aspen,NA,NA,3,Adult,F,up_valley,138,3201
2013,0,mm_aspen,3503.294643,7,1,Yearling,M,up_valley,146,3202
2013,0,picnic_middle,NA,NA,1,Yearling,M,up_valley,146,3192
1975,0,averycampground,3227.994488,1,2,Adult,F,SATELLITE,135,4102
2014,0,picnic_lower,3123.943147,3,1,Yearling,M,up_valley,127,3299
2013,0,picnic_lower,NA,NA,1,Yearling,M,up_valley,146,3249
2012,1,cliff_upper,4916.472113,2,2,Adult,M,up_valley,135,4375
2013,1,cliff_upper,NA,NA,3,Adult,M,up_valley,146,4375
2014,0,cliff_upper,NA,NA,4,Adult,M,up_valley,127,4375
2013,0,boulder,NA,NA,1,Yearling,F,up_valley,146,3149
2012,0,gothictown,3245.640499,2,1,Yearling,M,down_valley,135,3146
2013,1,stonefield_south,4502.334518,5,1,Yearling,M,up_valley,146,3153
2014,1,stonefield_main,NA,NA,2,Adult,M,up_valley,127,3153
2015,0,stonefield_main,NA,NA,3,Adult,M,up_valley,138,3153
2013,1,gothictown,2921.218303,4,1,Yearling,F,down_valley,146,3154
2014,1,gothictown,3457.264674,2,2,Adult,F,down_valley,127,3154
2015,1,gothictown,3872.526295,1,3,Adult,F,down_valley,138,3154
2016,1,gothictown,4086.525592,3,4,Adult,F,down_valley,144,3154
2017,1,gothictown,4192.015471,1,5,Adult,F,down_valley,125,3154
2018,1,gothictown,4400.360208,1,6,Adult,F,down_valley,157,3154
2019,1,gothictown,4469.857563,3,7,Adult,F,down_valley,128,3154
2013,0,gothictown,4130.313143,2,1,Yearling,M,down_valley,146,3155
2014,0,picnic_lower,3163.691429,2,1,Yearling,F,up_valley,127,3294
2014,0,picnic_upper,2959.181582,6,1,Yearling,M,up_valley,127,3282
2013,0,gothictown,3003.39062,3,1,Yearling,F,down_valley,146,3156
1978,0,mm,2535.843043,1,1,Yearling,M,up_valley,152,560
2013,1,mm_maintalus,4376.194438,3,2,Adult,M,up_valley,146,4377
2014,1,mm_maintalus,4862.121855,4,3,Adult,M,up_valley,127,4377
2015,0,mm_maintalus,5084.904477,4,4,Adult,M,up_valley,138,4377
2014,1,mm_maintalus,2797.101163,2,1,Yearling,F,up_valley,127,3270
2015,0,mm_maintalus,3064.0516,1,2,Adult,F,up_valley,138,3270
2014,0,mm_maintalus,3260.161057,2,1,Yearling,M,up_valley,127,3289
2019,0,bench,3270.366411,2,1,Yearling,M,down_valley,128,3697
2019,0,cliff_upper,NA,NA,1,Yearling,M,up_valley,128,3740
2014,0,river_rivermound,3461.329888,9,1,Yearling,F,down_valley,127,3319
2014,0,river_sagemound,NA,NA,1,Yearling,F,down_valley,127,3261
2014,0,river_rivermound,3853.597411,5,1,Yearling,M,down_valley,127,3266
2014,0,river_rivermound,3072.726215,7,1,Yearling,M,down_valley,127,3321
1988,0,gothictown,2833.288035,2,1,Yearling,F,down_valley,132,1136
1975,0,mm,2510.859957,1,1,Yearling,M,up_valley,135,479
2015,1,picnic_lower,3215.057549,6,1,Yearling,M,up_valley,138,3341
2016,1,picnic_lower,NA,NA,2,Adult,M,up_valley,144,3341
2017,0,picnic_lower,NA,NA,3,Adult,M,up_valley,125,3341
2013,0,mm_maintalus,4847.168054,2,2,Adult,M,up_valley,146,4378
2018,1,gothictown,3403.440074,7,1,Yearling,F,down_valley,157,3597
2019,1,gothictown,3835.251334,9,2,Adult,F,down_valley,128,3597
2015,1,picnic_middle,3116.790529,3,1,Yearling,M,up_valley,138,3425
2016,0,picnic_lower,4703.719354,2,2,Adult,M,up_valley,144,3425
2014,1,picnic_lower,2770.06435,9,1,Yearling,F,up_valley,127,3275
2015,0,picnic_lower,2823.184883,7,2,Adult,F,up_valley,138,3275
2014,1,picnic_lower,3024.346521,9,1,Yearling,F,up_valley,127,3276
2015,1,picnic_lower,3412.486477,11,2,Adult,F,up_valley,138,3276
2016,0,picnic_lower,3304.292641,6,3,Adult,F,up_valley,144,3276
2014,0,picnic_lower,3035.036602,3,1,Yearling,F,up_valley,127,3258
2014,0,picnic_lower,2894.215496,1,1,Yearling,F,up_valley,127,3295
2014,1,picnic_lower,2819.969704,2,1,Yearling,F,up_valley,127,3300
2015,1,picnic_lower,2762.634453,8,2,Adult,F,up_valley,138,3300
2016,1,picnic_lower,3372.77433,3,3,Adult,F,up_valley,144,3300
2017,0,picnic_lower,3385.007602,1,4,Adult,F,up_valley,125,3300
1982,0,picnic_upper,2333.253761,3,1,Yearling,F,up_valley,160,768
2014,0,picnic_lower,3275.594384,3,1,Yearling,F,up_valley,127,3259
2014,1,picnic_lower,2610.895791,10,1,Yearling,M,up_valley,127,3277
2015,1,picnic_lower,3574.93598,3,2,Adult,M,up_valley,138,3277
2016,0,picnic_lower,NA,NA,3,Adult,M,up_valley,144,3277
1978,1,mm,2720.54473,1,1,Yearling,M,up_valley,152,561
1979,0,mm,NA,NA,2,Adult,M,up_valley,158,561
1988,1,picnic_upper,2822.348135,6,1,Yearling,F,up_valley,132,1120
1989,0,picnic_upper,3426.92108,4,2,Adult,F,up_valley,138,1120
2015,1,picnic_upper,3732.457976,4,2,Adult,M,up_valley,138,4391
2016,1,picnic_lower,4207.955589,7,3,Adult,M,up_valley,144,4391
2017,1,picnic_lower,4537.748303,10,4,Adult,M,up_valley,125,4391
2018,1,picnic_lower,4547.464725,8,5,Adult,M,up_valley,157,4391
2019,1,picnic_lower,4435.617261,9,6,Adult,M,up_valley,128,4391
2015,1,cliff_lower,3390.764834,2,1,Yearling,M,up_valley,138,3327
2016,0,cliff_upper,NA,NA,2,Adult,M,up_valley,144,3327
2015,1,mm_maintalus,2817.270497,3,1,Yearling,M,up_valley,138,3337
2016,0,mm_maintalus,NA,NA,2,Adult,M,up_valley,144,3337
2014,0,talus,2695.105926,3,2,Adult,F,SATELLITE,127,4380
2014,1,mm_aspen,4215.287222,2,2,Adult,M,up_valley,127,4381
2015,1,mm_maintalus,4513.780258,5,3,Adult,M,up_valley,138,4381
2016,1,mm_maintalus,4671.307447,3,4,Adult,M,up_valley,144,4381
2017,1,mm_maintalus,4808.365647,4,5,Adult,M,up_valley,125,4381
2019,1,mm_aspen,4482.443023,2,7,Adult,M,up_valley,128,4381
1981,0,beavertalus,2917.602342,1,2,Adult,M,SATELLITE,152,4162
2015,1,gothictown,2828.402507,5,1,Yearling,F,down_valley,138,3349
2016,1,gothictown,3212.856066,3,2,Adult,F,down_valley,144,3349
2017,1,gothictown,3208.569272,3,3,Adult,F,down_valley,125,3349
2018,1,gothictown,3594.203475,9,4,Adult,F,down_valley,157,3349
2019,1,gothictown,3354.593366,9,5,Adult,F,down_valley,128,3349
2015,0,cliff_upper,3049.212358,1,1,Yearling,M,up_valley,138,3328
2014,0,bellview,3804.700243,1,2,Adult,M,SATELLITE,127,4382
2014,0,schofieldpass,2739.253384,1,2,Adult,F,SATELLITE,127,4383
2014,0,schofieldpass,2720.91529,1,1,Yearling,M,SATELLITE,127,3322
1988,1,beavertalus,2766.306716,1,1,Yearling,F,SATELLITE,132,1127
1989,1,beavertalus,3501.305319,5,2,Adult,F,SATELLITE,138,1127
1990,0,beavertalus,3287.316828,3,3,Adult,F,SATELLITE,142,1127
2015,1,cliff_upper,2729.644493,4,1,Yearling,M,up_valley,138,3329
2016,0,cliff_upper,NA,NA,2,Adult,M,up_valley,144,3329
2013,1,river_rivermound,3207.777902,10,1,Yearling,F,down_valley,146,3178
2014,1,river_rivermound,3219.885485,2,2,Adult,F,down_valley,127,3178
2015,1,river_rivermound,3581.804061,2,3,Adult,F,down_valley,138,3178
2016,1,river_sprucemound,3569.548297,1,4,Adult,F,down_valley,144,3178
2017,1,river_southmound,4091.990236,2,5,Adult,F,down_valley,125,3178
2018,0,river_rivermound,3489.398071,1,6,Adult,F,down_valley,157,3178
1988,1,picnic_lower,3028.163422,12,1,Yearling,F,up_valley,132,1140
1989,1,picnic_lower,3245.481875,2,2,Adult,F,up_valley,138,1140
1990,1,picnic_lower,3100.890946,5,3,Adult,F,up_valley,142,1140
1991,0,picnic_lower,3140.72636,7,4,Adult,F,up_valley,123,1140
2011,1,northpk,3058.854993,1,1,Yearling,F,up_valley,113,3117
2012,0,picnic_lower,NA,NA,2,Adult,F,up_valley,135,3117
2013,1,picnic_lower,3500.882273,4,1,Yearling,M,up_valley,146,3166
2014,0,picnic_middle,3922.433095,2,2,Adult,M,up_valley,127,3166
1975,1,averycampground,3116.582029,1,2,Adult,M,SATELLITE,135,4103
1976,1,coppermeadow,3885.339205,2,3,Adult,M,SATELLITE,116,4103
1977,0,coppermeadow,5014.95234,1,4,Adult,M,SATELLITE,155,4103
2012,1,picnic_upper,3326.162812,6,2,Adult,F,up_valley,135,4376
2013,1,picnic_middle,3089.540331,1,3,Adult,F,up_valley,146,4376
2014,0,picnic_lower,NA,NA,4,Adult,F,up_valley,127,4376
2016,1,boulder,2725.51924,10,1,Yearling,F,up_valley,144,3469
2017,0,boulder,3857.407435,6,2,Adult,F,up_valley,125,3469
1988,0,mm,2696.793819,6,1,Yearling,M,up_valley,132,1101
2015,1,picnic_lower,2349.985683,8,1,Yearling,F,up_valley,138,3395
2016,1,picnic_lower,3273.73612,1,2,Adult,F,up_valley,144,3395
2017,1,picnic_lower,3010.029091,5,3,Adult,F,up_valley,125,3395
2018,1,picnic_lower,3413.578222,6,4,Adult,F,up_valley,157,3395
2019,0,boulder,2977.367301,1,5,Adult,F,up_valley,128,3395
2016,0,river_southmound,NA,NA,1,Yearling,F,down_valley,144,3465
1988,1,picnic_upper,2826.054872,8,1,Yearling,F,up_valley,132,1122
1989,1,picnic_upper,3603.775713,7,2,Adult,F,up_valley,138,1122
1990,1,picnic_upper,3505.724269,5,3,Adult,F,up_valley,142,1122
1991,0,picnic_upper,4091.771829,7,4,Adult,F,up_valley,123,1122
2016,1,mm_aspen,2565.341814,6,1,Yearling,F,up_valley,144,3442
2017,1,mm_aspen,3084.100911,1,2,Adult,F,up_valley,125,3442
2018,0,mm_aspen,3178.540088,2,3,Adult,F,up_valley,157,3442
2015,0,mm_maintalus,2988.895878,8,1,Yearling,F,up_valley,138,3339
2017,1,boulder,3559.359729,3,2,Adult,M,up_valley,125,4405
2018,1,boulder,4287.584486,5,3,Adult,M,up_valley,157,4405
2019,1,boulder,4275.568355,3,4,Adult,M,up_valley,128,4405
2016,1,rvannex,2436.40244,7,1,Yearling,F,down_valley,144,3459
2017,1,rvannex,3303.129078,6,2,Adult,F,down_valley,125,3459
2018,1,rvannex,3052.442828,5,3,Adult,F,down_valley,157,3459
2019,1,rvannex,3178.80896,7,4,Adult,F,down_valley,128,3459
2015,1,mm_maintalus,3487.190176,1,1,Yearling,M,up_valley,138,3340
2016,0,mm_maintalus,NA,NA,2,Adult,M,up_valley,144,3340
2016,0,northpk,2351.500583,1,1,Yearling,F,up_valley,144,3512
1984,0,mm,NA,NA,2,Adult,F,up_valley,145,4193
2014,0,picnic_lower,1602.513466,3,1,Yearling,M,up_valley,127,3278
2014,0,cliff_upper,3033.947805,1,1,Yearling,F,up_valley,127,3252
2014,1,cliff_upper,2892.876361,1,1,Yearling,F,up_valley,127,3253
2015,1,cliff_upper,3231.692417,3,2,Adult,F,up_valley,138,3253
2016,1,cliff_upper,3062.118713,3,3,Adult,F,up_valley,144,3253
2017,1,cliff_upper,4092.127353,2,4,Adult,F,up_valley,125,3253
2018,0,cliff_upper,3992.91328,2,5,Adult,F,up_valley,157,3253
1982,0,picnic_upper,2542.343458,8,1,Yearling,F,up_valley,160,769
1988,0,mm,2914.856816,4,1,Yearling,M,up_valley,132,1102
2014,0,saltlick,3184.102298,2,1,Yearling,M,SATELLITE,127,3318
2014,0,saltlick,3174.566606,1,1,Yearling,M,SATELLITE,127,3323
2014,0,cliff_upper,2915.06898,1,1,Yearling,M,up_valley,127,3254
2014,0,picnic_middle,3578.862828,1,1,Yearling,M,up_valley,127,3324
2014,0,talus,4163.003179,1,2,Adult,M,SATELLITE,127,4384
2014,0,saltlick,3147.189058,1,1,Yearling,M,SATELLITE,127,3317
2014,0,saltlick,3239.159489,3,1,Yearling,M,SATELLITE,127,3255
2014,0,cliff_upper,NA,NA,1,Yearling,F,up_valley,127,3256
1988,0,picnic_upper,2688.526011,3,1,Yearling,M,up_valley,132,1124
2014,0,saltlick,3044.360988,1,1,Yearling,F,SATELLITE,127,3325
2015,1,picnic_lower,2409.759843,5,1,Yearling,F,up_valley,138,3370
2016,0,picnic_lower,3171.955973,1,2,Adult,F,up_valley,144,3370
2014,0,talus,3309.325657,2,1,Yearling,M,SATELLITE,127,3326
2014,1,picnic_lower,4292.624412,1,2,Adult,M,up_valley,127,3948
2015,0,picnic_lower,4566.534694,1,3,Adult,M,up_valley,138,3948
2016,0,picnic_lower,2643.654288,8,1,Yearling,F,up_valley,144,3490
1975,0,boulder,3878.30995,1,2,Adult,M,up_valley,135,4104
1988,0,mm,2921.509262,6,1,Yearling,M,up_valley,132,1103
2016,1,river_southmound,3405.700421,4,1,Yearling,M,down_valley,144,3445
2017,0,river_southmound,NA,NA,2,Adult,M,down_valley,125,3445
2016,1,rvannex,2893.446656,5,1,Yearling,F,down_valley,144,3461
2017,1,rvannex,3780.232703,5,2,Adult,F,down_valley,125,3461
2018,1,rvannex,3791.836341,5,3,Adult,F,down_valley,157,3461
2019,1,rvannex,3493.924438,6,4,Adult,F,down_valley,128,3461
2016,0,river_southmound,NA,NA,1,Yearling,M,down_valley,144,3467
2016,0,river_southmound,4345.170312,3,1,Yearling,M,down_valley,144,3446
2016,0,river_sprucemound,2889.308798,2,1,Yearling,F,down_valley,144,3468
2019,0,river_southmound,2767.125357,3,1,Yearling,F,down_valley,128,3702
2014,0,gothictown,NA,NA,1,Yearling,M,down_valley,127,3268
1988,0,mm,2594.383573,5,1,Yearling,F,up_valley,132,1099
2018,0,mm_maintalus,3120.037743,3,1,Yearling,M,up_valley,157,3592
1982,0,picnic_upper,2541.219081,4,1,Yearling,F,up_valley,160,770
1987,0,seamancabin,3135.655401,1,1,Yearling,M,SATELLITE,135,1097
1988,1,picnic_upper,2626.13213,6,1,Yearling,F,up_valley,132,1125
1989,0,picnic_upper,3427.723537,5,2,Adult,F,up_valley,138,1125
2016,0,picnic_lower,NA,NA,1,Yearling,M,up_valley,144,3438
2014,1,gothictown,1997.174736,3,2,Adult,M,down_valley,127,4385
2015,1,gothictown,5343.049633,2,3,Adult,M,down_valley,138,4385
2016,1,gothictown,5599.024314,1,4,Adult,M,down_valley,144,4385
2017,1,gothictown,5815.19533,1,5,Adult,M,down_valley,125,4385
2018,1,gothictown,5883.235341,1,6,Adult,M,down_valley,157,4385
2019,1,gothictown,5597.486369,1,7,Adult,M,down_valley,128,4385
2019,1,gothictown,5597.486369,1,7,Adult,M,down_valley,128,4385
2013,0,cliff_upper,NA,NA,1,Yearling,M,up_valley,146,3157
2013,1,cliff_upper,3211.02783,1,1,Yearling,F,up_valley,146,3158
2014,1,saltlick,3380.410858,1,2,Adult,F,SATELLITE,127,3158
2015,1,cliff_upper,3140.487601,2,3,Adult,F,up_valley,138,3158
2016,0,northpk,NA,NA,4,Adult,F,up_valley,144,3158
2013,0,picnic_lower,NA,NA,1,Yearling,F,up_valley,146,3218
2013,0,picnic_lower,2782.969938,4,1,Yearling,F,up_valley,146,3198
2013,0,cliff_upper,NA,NA,1,Yearling,M,up_valley,146,3159
2015,0,bench,3694.444032,6,1,Yearling,M,down_valley,138,3424
2014,0,mm_maintalus,3115.265808,1,1,Yearling,M,up_valley,127,3271
2013,0,picnic_middle,2963.812805,3,1,Yearling,M,up_valley,146,3223
2013,0,northpk,NA,NA,1,Yearling,M,up_valley,146,3247
2019,1,gothictown,3533.372828,3,1,Yearling,M,down_valley,128,3727
2013,1,boulder,2592.773368,1,1,Yearling,F,up_valley,146,3251
2014,1,northpk,3130.375679,3,2,Adult,F,up_valley,127,3251
2015,1,northpk,3942.086532,2,3,Adult,F,up_valley,138,3251
2016,0,northpk,3785.514388,2,4,Adult,F,up_valley,144,3251
1975,1,averycampground,NA,NA,2,Adult,M,SATELLITE,135,4105
1976,0,boulder,3338.448332,1,3,Adult,M,up_valley,116,4105
2015,0,picnic_lower,2799.552545,1,1,Yearling,F,up_valley,138,3420
2015,1,picnic_lower,2652.198536,6,1,Yearling,F,up_valley,138,3421
2016,1,picnic_lower,3024.190765,6,2,Adult,F,up_valley,144,3421
2017,1,picnic_lower,3163.565847,12,3,Adult,F,up_valley,125,3421
2018,0,picnic_lower,3387.708647,5,4,Adult,F,up_valley,157,3421
2018,0,picnic_lower,NA,NA,1,Yearling,M,up_valley,157,3602
2013,0,northpk,NA,NA,1,Yearling,M,up_valley,146,3219
1988,0,boulder,2998.518126,1,1,Yearling,M,up_valley,132,1157
2014,1,stonefield_main,2227.499285,1,2,Adult,F,up_valley,127,4386
2015,1,stonefield_main,2863.276633,1,3,Adult,F,up_valley,138,4386
2016,0,stonefield_main,2944.659993,1,4,Adult,F,up_valley,144,4386
2013,0,mm_maintalus,3725.124633,3,1,Yearling,M,up_valley,146,3204
2013,1,northpk,NA,NA,1,Yearling,F,up_valley,146,3208
2015,1,northpk,3097.080915,1,3,Adult,F,up_valley,138,3208
2016,0,northpk,3373.885111,5,4,Adult,F,up_valley,144,3208
1978,1,mm,2720.54473,1,1,Yearling,M,up_valley,152,562
1979,0,averycampground,NA,NA,2,Adult,M,SATELLITE,158,562
2015,0,northpk,NA,NA,1,Yearling,M,up_valley,138,3412
2015,0,northpk,3017.937548,4,2,Adult,F,up_valley,138,4392
2016,0,northpk,2523.612005,1,1,Yearling,F,up_valley,144,3509
1988,1,picnic_lower,2997.98706,11,1,Yearling,F,up_valley,132,1142
1989,1,picnic_lower,3163.061475,3,2,Adult,F,up_valley,138,1142
1990,1,picnic_lower,3081.002443,6,3,Adult,F,up_valley,142,1142
1991,0,picnic_lower,NA,NA,4,Adult,F,up_valley,123,1142
2015,1,picnic_upper,2568.599589,9,1,Yearling,M,up_valley,138,3371
2016,0,picnic_lower,3949.57571,1,2,Adult,M,up_valley,144,3371
2015,1,picnic_lower,2552.659247,5,1,Yearling,F,up_valley,138,3372
2016,1,picnic_lower,NA,NA,2,Adult,F,up_valley,144,3372
2017,0,picnic_lower,2880.718449,11,3,Adult,F,up_valley,125,3372
2016,1,northpk,2504.564882,2,1,Yearling,F,up_valley,144,3510
2017,1,boulder,3287.214767,2,2,Adult,F,up_valley,125,3510
2018,1,boulder,3610.859343,5,3,Adult,F,up_valley,157,3510
2019,1,boulder,3639.085437,5,4,Adult,F,up_valley,128,3510
1988,0,gothictown,2848.598261,3,1,Yearling,F,down_valley,132,1133
2016,0,picnic_lower,2711.003464,11,1,Yearling,F,up_valley,144,3495
2015,1,northpk,2770.92653,4,1,Yearling,F,up_valley,138,3413
2016,0,northpk,3129.939179,3,2,Adult,F,up_valley,144,3413
2015,1,gothictown,3801.73259,3,1,Yearling,M,down_valley,138,3391
2016,0,mm_maintalus,4327.874806,2,2,Adult,M,up_valley,144,3391
2015,0,boulder,3302.474488,3,1,Yearling,M,up_valley,138,3380
2015,0,gothictown,NA,NA,1,Yearling,M,down_valley,138,3393
2015,0,picnic_lower,NA,NA,1,Yearling,M,up_valley,138,3345
2015,1,picnic_lower,NA,NA,1,Yearling,F,up_valley,138,3373
2016,0,picnic_lower,NA,NA,2,Adult,F,up_valley,144,3373
2016,0,river_sprucemound,NA,NA,1,Yearling,M,down_valley,144,3447
2016,1,mm_aspen,2755.244017,3,1,Yearling,F,up_valley,144,3443
2017,1,mm_maintalus,3339.81649,1,2,Adult,F,up_valley,125,3443
2018,1,mm_aspen,3156.035351,2,3,Adult,F,up_valley,157,3443
2019,1,mm_aspen,3191.952192,2,4,Adult,F,up_valley,128,3443
2016,1,picnic_lower,2641.843826,8,1,Yearling,F,up_valley,144,3433
2017,0,picnic_lower,3611.239731,4,2,Adult,F,up_valley,125,3433
2016,0,picnic_lower,NA,NA,1,Yearling,M,up_valley,144,3492
2016,1,picnic_lower,3256.003004,8,1,Yearling,M,up_valley,144,3493
2017,0,picnic_lower,3572.482537,1,2,Adult,M,up_valley,125,3493
2016,1,cliff_upper,2209.10287,2,1,Yearling,F,up_valley,144,3496
2017,1,cliff_upper,3132.746926,3,2,Adult,F,up_valley,125,3496
2018,0,cliff_upper,3002.076612,4,3,Adult,F,up_valley,157,3496
2018,1,gothictown,3123.947885,6,1,Yearling,F,down_valley,157,3648
2019,1,gothictown,3285.673333,1,2,Adult,F,down_valley,128,3648
2016,0,mm_maintalus,3647.348129,5,1,Yearling,F,up_valley,144,3429
2016,0,boulder,3514.301642,4,1,Yearling,M,up_valley,144,3470
2016,0,mm_maintalus,3368.879446,2,1,Yearling,M,up_valley,144,3430
2016,0,boulder,3610.452596,5,1,Yearling,M,up_valley,144,3471
2016,0,stonefield_main,NA,NA,1,Yearling,M,up_valley,144,3505
1975,0,northpk,2005.464825,1,1,Yearling,F,up_valley,135,480
2016,1,mm_aspen,2324.90454,5,1,Yearling,F,up_valley,144,3444
2017,1,mm_maintalus,3122.206803,2,2,Adult,F,up_valley,125,3444
2018,1,mm_maintalus,2981.045757,4,3,Adult,F,up_valley,157,3444
2019,0,mm_maintalus,3293.837367,2,4,Adult,F,up_valley,128,3444
2015,0,bellview,NA,NA,2,Adult,NA,SATELLITE,138,4396
2016,0,cliff_upper,NA,NA,1,Yearling,F,up_valley,144,3497
2016,0,picnic_lower,2933.892614,3,1,Yearling,M,up_valley,144,3479
2016,1,picnic_lower,2544.644166,14,1,Yearling,F,up_valley,144,3494
2017,0,picnic_lower,3362.649545,10,2,Adult,F,up_valley,125,3494
2016,0,picnic_lower,2656.7897,5,1,Yearling,F,up_valley,144,3434
1989,0,northpk,NA,NA,1,Yearling,M,up_valley,138,1179
2016,0,northpk,3364.914924,4,1,Yearling,M,up_valley,144,3503
2015,0,bellview,3708.238474,1,2,Adult,F,SATELLITE,138,4393
2015,0,bellview,3110.51438,1,2,Adult,F,SATELLITE,138,4394
1989,1,northpk,3284.059061,4,1,Yearling,M,up_valley,138,1180
1990,1,boulder,3691.205748,4,2,Adult,M,up_valley,142,1180
1991,1,boulder,3887.650429,3,3,Adult,M,up_valley,123,1180
1992,1,boulder,4166.276396,2,4,Adult,M,up_valley,156,1180
1993,0,boulder,4261.174635,1,5,Adult,M,up_valley,140,1180
2016,1,picnic_lower,2840.356157,4,1,Yearling,F,up_valley,144,3435
2017,0,picnic_lower,4019.654495,5,2,Adult,F,up_valley,125,3435
2016,1,picnic_lower,2801.479467,4,1,Yearling,F,up_valley,144,3436
2017,1,picnic_lower,4085.850607,4,2,Adult,F,up_valley,125,3436
2018,0,picnic_lower,3518.660342,1,3,Adult,F,up_valley,157,3436
2016,0,river_rivermound,2638.528412,7,1,Yearling,M,down_valley,144,3454
2016,0,picnic_lower,2728.228251,1,1,Yearling,M,up_valley,144,3437
2016,1,picnic_lower,2596.523228,5,1,Yearling,F,up_valley,144,3480
2017,1,picnic_lower,NA,NA,2,Adult,F,up_valley,125,3480
2018,0,picnic_lower,3164.176289,2,3,Adult,F,up_valley,157,3480
1978,0,mm,2535.843043,1,1,Yearling,M,up_valley,152,563
2015,0,bench,NA,NA,1,Yearling,M,down_valley,138,3387
2015,1,bench,2832.546126,4,1,Yearling,F,down_valley,138,3392
2016,1,avalanche,3467.849781,1,2,Adult,F,down_valley,144,3392
2017,0,avalanche,3236.585279,1,3,Adult,F,down_valley,125,3392
2015,0,bench,5020.482414,5,1,Yearling,M,down_valley,138,3407
2018,0,gothictown,3358.898488,3,1,Yearling,F,down_valley,157,3627
1989,0,boulder,2962.550845,2,1,Yearling,M,up_valley,138,1221
2018,0,gothictown,3479.12259,1,1,Yearling,F,down_valley,157,3632
1976,0,mm,2999.953205,1,1,Yearling,M,up_valley,116,483
2018,0,gothictown,3541.776178,1,1,Yearling,M,down_valley,157,3646
2015,0,picnic_lower,NA,NA,1,Yearling,M,up_valley,138,3422
2016,0,gothictown,3789.561609,1,2,Adult,M,down_valley,144,4397
2016,0,river_southmound,2886.650408,3,1,Yearling,F,down_valley,144,3448
2019,1,river_rivermound,2967.837559,1,1,Yearling,F,down_valley,128,3730
2015,0,saltlick,3285.342669,1,1,Yearling,M,SATELLITE,138,3332
2016,1,gothictown,2943.368998,5,2,Adult,F,down_valley,144,4398
2017,0,gothictown,3447.938193,4,3,Adult,F,down_valley,125,4398
2014,0,bellview,4396.567834,1,2,Adult,M,SATELLITE,127,4387
2014,0,bellview,3003.19841,1,2,Adult,F,SATELLITE,127,4388
2016,1,river_rivermound,2392.941036,2,1,Yearling,F,down_valley,144,3457
2017,0,river_rivermound,3065.557237,4,2,Adult,F,down_valley,125,3457
1976,0,mm,2478.933237,1,1,Yearling,M,up_valley,116,502
1990,0,rvannex,3101.568631,2,1,Yearling,M,down_valley,142,1283
2014,0,talus,2881.620677,2,2,Adult,F,SATELLITE,127,4389
1998,0,mm,3011.137862,2,1,Yearling,M,up_valley,145,1753
1990,0,picnic_lower,2294.94493,2,1,Yearling,F,up_valley,142,1321
1976,0,northpk,3280.760467,1,1,Yearling,M,up_valley,116,491
2012,0,mm_maintalus,3587.58508,6,1,Yearling,M,up_valley,135,3135
2011,0,river_southmound,3574.901204,6,1,Yearling,M,down_valley,113,3044
2012,1,river_rivermound,3328.367163,11,1,Yearling,F,down_valley,135,3126
2013,1,river_sprucemound,3147.80219,5,2,Adult,F,down_valley,146,3126
2014,0,river_southmound,NA,NA,3,Adult,F,down_valley,127,3126
2012,0,avalanche,NA,NA,1,Yearling,M,down_valley,135,3138
2013,0,avalanche,NA,NA,1,Yearling,M,down_valley,146,3244
1976,0,mm,3154.052767,1,1,Yearling,M,up_valley,116,484
2011,1,northpk,4168.422876,2,2,Adult,F,up_valley,113,4371
2012,0,northpk,NA,NA,3,Adult,F,up_valley,135,4371
2011,1,gothictown,3640.603409,2,1,Yearling,M,down_valley,113,3118
2012,1,gothictown,4909.864677,3,2,Adult,M,down_valley,135,3118
2013,1,gothictown,6249.014198,2,3,Adult,M,down_valley,146,3118
2014,0,gothictown,NA,NA,4,Adult,M,down_valley,127,3118
2013,1,picnic_lower,2844.789854,5,1,Yearling,F,up_valley,146,3224
2014,0,picnic_upper,3504.664062,1,2,Adult,F,up_valley,127,3224
