year,col_area,valley_location,sex,summer_survival,combined_colony,predator_index,n_predator_observations,total_obslength_min,age,ageclass,massjun,ID_Code
2014,river_rivermound,down_valley,M,NO,rvbench,Low,21,27776,5,Adult,,2852
2012,bench,down_valley,M,YES,rvbench,Low,6,22175,3,Adult,3944.404865,2852
2011,river_rivermound,down_valley,M,YES,rvbench,Low,13,35825,2,Adult,2103.148525,2852
2019,picnic_lower,up_valley,F,YES,picnic,High,48,12940,7,Adult,2695.959379,3161
2018,picnic_lower,up_valley,F,YES,picnic,High,65,15311,6,Adult,3189.585581,3161
2015,picnic_lower,up_valley,F,YES,picnic,Low,9,13511,3,Adult,2753.742368,3161
2020,picnic_lower,up_valley,F,YES,picnic,High,6,3555,8,Adult,3130.152205,3161
2017,picnic_lower,up_valley,F,YES,picnic,High,35,13568,5,Adult,2671.233591,3161
2016,picnic_lower,up_valley,F,YES,picnic,High,14,10896,4,Adult,2756.186447,3161
2014,picnic_lower,up_valley,F,YES,picnic,High,16,13924,2,Adult,2256.116141,3161
2011,gothictown,down_valley,F,NO,gothictown,High,11,15618,2,Adult,,2893
2020,gothictown,down_valley,M,YES,gothictown,Low,2,8799,3,Adult,4079.145134,3647
2011,horsemound,down_valley,M,YES,horsemound,Low,3,9985,3,Adult,3052.673672,2785
2010,horsemound,down_valley,M,YES,,Low,,,2,Adult,3219.175435,2785
2010,river_sprucemound,down_valley,F,NO,rvbench,Low,23,33729,2,Adult,,2728
2010,bench,down_valley,M,YES,rvbench,Low,23,33729,2,Adult,2638.718161,4360
2011,bench,down_valley,M,YES,rvbench,Low,13,35825,3,Adult,2723.374387,4360
2012,bench,down_valley,M,NO,rvbench,Low,6,22175,4,Adult,,4360
2011,river_rivermound,down_valley,M,NO,rvbench,Low,13,35825,2,Adult,2439.413563,2937
2013,gothictown,down_valley,F,YES,gothictown,High,39,11666,2,Adult,2308.991129,3145
2015,gothictown,down_valley,F,NO,gothictown,High,63,10615,4,Adult,,3145
2014,gothictown,down_valley,F,YES,gothictown,High,17,8106,3,Adult,2537.469829,3145
2014,picnic_upper,up_valley,F,YES,picnic,High,16,13924,4,Adult,2799.524414,3079
2015,picnic_upper,up_valley,F,NO,picnic,Low,9,13511,5,Adult,2969.397709,3079
2013,picnic_middle,up_valley,F,YES,picnic,High,17,13644,3,Adult,2578.040086,3079
2012,picnic_middle,up_valley,F,YES,picnic,High,11,10299,2,Adult,2569.628156,3079
2013,northpk,up_valley,F,NO,northpk,Low,1,3399,3,Adult,2750.446515,3076
2018,mm_maintalus,up_valley,F,YES,mm,High,26,15549,8,Adult,3100.917531,3070
2015,mm_aspen,up_valley,F,YES,mm,Low,2,16003,5,Adult,2971.378021,3070
2013,mm_aspen,up_valley,F,YES,mm,High,14,15972,3,Adult,2409.497059,3070
2016,mm_aspen,up_valley,F,YES,mm,High,10,10160,6,Adult,2684.624836,3070
2012,mm_maintalus,up_valley,F,YES,mm,Low,4,13270,2,Adult,2482.855683,3070
2017,mm_maintalus,up_valley,F,YES,mm,Low,10,14347,7,Adult,2790.609274,3070
2020,mm_maintalus,up_valley,F,NO,mm,Low,1,2778,10,Adult,,3070
2019,mm_maintalus,up_valley,F,YES,mm,High,21,11856,9,Adult,2499.411626,3070
2014,mm_aspen,up_valley,F,YES,mm,High,18,13411,4,Adult,2624.050872,3070
2012,mm_aspen,up_valley,M,NO,mm,Low,4,13270,2,Adult,3068.255605,3064
2010,stonefield,up_valley,M,NO,,Low,,,2,Adult,1862.208444,4361
2015,river_southmound,down_valley,F,YES,rvbench,Low,3,34688,5,Adult,3352.504431,3043
2017,river_sprucemound,down_valley,F,NO,rvbench,Low,5,24156,7,Adult,,3043
2016,river_southmound,down_valley,F,YES,rvbench,Low,10,14535,6,Adult,3416.604759,3043
2014,river_southmound,down_valley,F,YES,rvbench,Low,21,27776,4,Adult,3056.23694,3043
2012,river_rivermound,down_valley,F,YES,rvbench,Low,6,22175,2,Adult,3114.976053,3043
2010,picnic_upper,up_valley,M,NO,picnic,High,21,7312,2,Adult,2393.927851,4362
2009,mm,up_valley,M,YES,mm,Low,6,9903,2,Adult,2307.518212,4357
2010,mm_maintalus,up_valley,M,NO,mm,Low,8,12812,3,Adult,,4357
2010,mm,up_valley,M,YES,mm,Low,8,12812,2,Adult,3020.912408,4363
2011,mm_aspen,up_valley,M,NO,mm,High,11,14816,3,Adult,,4363
2012,boulder,up_valley,F,NO,boulder,Low,3,4985,2,Adult,2703.509099,3035
2012,mm_aspen,up_valley,F,YES,mm,Low,4,13270,2,Adult,2576.443968,3062
2013,mm_maintalus,up_valley,F,NO,mm,High,14,15972,3,Adult,,3062
2012,avalanche,down_valley,F,NO,avalanche,Low,3,11095,2,Adult,2076.062621,4372
2014,mm_maintalus,up_valley,F,NO,mm,High,18,13411,2,Adult,,3248
2012,mm_aspen,up_valley,F,YES,mm,Low,4,13270,2,Adult,2733.109478,3063
2013,mm_maintalus,up_valley,F,NO,mm,High,14,15972,3,Adult,,3063
2012,mm_maintalus,up_valley,M,NO,mm,Low,4,13270,2,Adult,,3112
2012,mm_aspen,up_valley,F,YES,mm,Low,4,13270,2,Adult,2936.9983,3067
2013,mm_maintalus,up_valley,F,NO,mm,High,14,15972,3,Adult,,3067
2012,bench,down_valley,M,NO,rvbench,Low,6,22175,2,Adult,,4374
2016,gothictown,down_valley,F,YES,gothictown,High,61,10358,2,Adult,2208.960823,3381
2017,gothictown,down_valley,F,YES,gothictown,High,41,20806,3,Adult,2629.485536,3381
2018,gothictown,down_valley,F,YES,gothictown,High,39,13692,4,Adult,2985.474781,3381
2019,gothictown,down_valley,F,YES,gothictown,High,157,20334,5,Adult,2673.738436,3381
2020,gothictown,down_valley,F,YES,gothictown,Low,2,8799,6,Adult,3022.299001,3381
2017,picnic_lower,up_valley,F,YES,picnic,High,35,13568,4,Adult,2345.674548,3297
2015,picnic_lower,up_valley,F,YES,picnic,Low,9,13511,2,Adult,2012.064477,3297
2016,picnic_lower,up_valley,F,YES,picnic,High,14,10896,3,Adult,2204.284334,3297
2017,picnic_lower,up_valley,M,YES,picnic,High,35,13568,4,Adult,2829.419705,3281
2018,picnic_lower,up_valley,M,YES,picnic,High,65,15311,5,Adult,3264.087335,3281
2016,picnic_lower,up_valley,M,YES,picnic,High,14,10896,3,Adult,2641.397008,3281
2015,picnic_upper,up_valley,M,YES,picnic,Low,9,13511,2,Adult,2232.853971,3281
2019,picnic_middle,up_valley,M,NO,picnic,High,48,12940,6,Adult,,3281
2018,bench,down_valley,F,YES,rvbench,Low,18,18652,6,Adult,3097.58351,3175
2016,bench,down_valley,F,YES,rvbench,Low,10,14535,4,Adult,,3175
2015,bench,down_valley,F,YES,rvbench,Low,3,34688,3,Adult,2662.11371,3175
2017,river_rivermound,down_valley,F,YES,rvbench,Low,5,24156,5,Adult,2870.801866,3175
2020,bench,down_valley,F,YES,rvbench,Low,5,9475,8,Adult,3107.982418,3175
2014,bench,down_valley,F,YES,rvbench,Low,21,27776,2,Adult,2422.496623,3175
2019,river_rivermound,down_valley,F,YES,rvbench,Low,23,15854,7,Adult,2718.615977,3175
2010,picnic_upper,up_valley,M,YES,picnic,High,21,7312,2,Adult,2633.694774,4364
2013,northpk,up_valley,M,YES,northpk,Low,1,3399,5,Adult,3108.326761,4364
2014,northpk,up_valley,M,NO,northpk,Low,3,2445,6,Adult,,4364
2017,river_southmound,down_valley,F,NO,rvbench,Low,5,24156,8,Adult,,2853
2016,rvannex,down_valley,F,YES,rvbench,Low,10,14535,7,Adult,2710.011109,2853
2015,rvannex,down_valley,F,YES,rvbench,Low,3,34688,6,Adult,2716.745213,2853
2012,rvannex,down_valley,F,YES,rvbench,Low,6,22175,3,Adult,2570.107506,2853
2010,bench,down_valley,M,NO,rvbench,Low,23,33729,2,Adult,1950.569024,4365
2011,river_rivermound,down_valley,F,NO,rvbench,Low,13,35825,2,Adult,1952.666878,2939
2011,picnic_lower,up_valley,F,YES,picnic,High,15,9938,2,Adult,1954.554196,2899
2015,picnic_lower,up_valley,F,YES,picnic,Low,9,13511,6,Adult,3053.738995,2899
2016,picnic_lower,up_valley,F,NO,picnic,High,14,10896,7,Adult,,2899
2012,picnic_lower,up_valley,F,YES,picnic,High,11,10299,3,Adult,3138.397321,2899
2013,picnic_lower,up_valley,F,YES,picnic,High,17,13644,4,Adult,2921.013911,2899
2014,picnic_lower,up_valley,F,YES,picnic,High,16,13924,5,Adult,2575.298735,2899
2011,river_rivermound,down_valley,M,NO,rvbench,Low,13,35825,2,Adult,2198.550796,2934
2012,picnic_lower,up_valley,F,YES,picnic,High,11,10299,3,Adult,2708.304898,2950
2014,picnic_lower,up_valley,F,YES,picnic,High,16,13924,5,Adult,2672.542737,2950
2013,picnic_lower,up_valley,F,YES,picnic,High,17,13644,4,Adult,2729.414885,2950
2011,picnic_lower,up_valley,F,YES,picnic,High,15,9938,2,Adult,1823.517635,2950
2012,picnic_lower,up_valley,F,YES,picnic,High,11,10299,3,Adult,2994.387647,2975
2017,picnic_lower,up_valley,F,YES,picnic,High,35,13568,8,Adult,2847.262699,2975
2013,picnic_lower,up_valley,F,YES,picnic,High,17,13644,4,Adult,2898.099219,2975
2018,picnic_lower,up_valley,F,NO,picnic,High,65,15311,9,Adult,3096.71539,2975
2014,picnic_lower,up_valley,F,YES,picnic,High,16,13924,5,Adult,3017.827509,2975
2015,picnic_lower,up_valley,F,YES,picnic,Low,9,13511,6,Adult,2861.671759,2975
2016,picnic_lower,up_valley,F,YES,picnic,High,14,10896,7,Adult,2930.059404,2975
2011,picnic_lower,up_valley,F,YES,picnic,High,15,9938,2,Adult,1827.982034,2975
2014,boulder,up_valley,M,YES,,Low,,,5,Adult,2946.523216,2953
2017,northpk,up_valley,M,YES,northpk,High,9,8255,8,Adult,3409.499148,2953
2012,boulder,up_valley,M,YES,boulder,Low,3,4985,3,Adult,3310.086969,2953
2015,boulder,up_valley,M,YES,boulder,Low,3,5833,6,Adult,,2953
2018,northpk,up_valley,M,YES,northpk,High,18,7842,9,Adult,3660.772137,2953
2013,northpk,up_valley,M,YES,northpk,Low,1,3399,4,Adult,3067.18787,2953
2011,boulder,up_valley,M,YES,boulder,High,5,3798,2,Adult,1839.878903,2953
2019,northpk,up_valley,M,YES,northpk,High,19,6809,10,Adult,2628.496409,2953
2016,northpk,up_valley,M,YES,northpk,Low,3,5253,7,Adult,3342.034525,2953
2013,bench,down_valley,F,YES,rvbench,Low,20,26418,2,Adult,2377.878489,3119
2015,river_southmound,down_valley,F,YES,rvbench,Low,3,34688,4,Adult,2899.916618,3119
2018,river_southmound,down_valley,F,YES,rvbench,Low,18,18652,7,Adult,3169.87667,3119
2016,river_southmound,down_valley,F,YES,rvbench,Low,10,14535,5,Adult,3028.070372,3119
2014,river_southmound,down_valley,F,YES,rvbench,Low,21,27776,3,Adult,2781.220702,3119
2017,river_southmound,down_valley,F,YES,rvbench,Low,5,24156,6,Adult,2953.453753,3119
2013,picnic_lower,up_valley,M,NO,picnic,High,17,13644,3,Adult,,3081
2012,picnic_upper,up_valley,M,YES,picnic,High,11,10299,2,Adult,2995.309403,3081
2017,northpk,up_valley,F,YES,northpk,High,9,8255,7,Adult,3011.519249,2998
2015,boulder,up_valley,F,YES,boulder,Low,3,5833,5,Adult,2890.1662,2998
2014,boulder,up_valley,F,YES,,Low,,,4,Adult,2728.912994,2998
2018,northpk,up_valley,F,YES,northpk,High,18,7842,8,Adult,3469.362199,2998
2012,northpk,up_valley,F,YES,northpk,Low,2,2210,2,Adult,2690.494085,2998
2013,boulder,up_valley,F,YES,boulder,Low,6,8099,3,Adult,2757.236336,2998
2016,boulder,up_valley,F,YES,boulder,Low,3,2614,6,Adult,3031.996445,2998
2013,picnic_lower,up_valley,F,NO,picnic,High,17,13644,3,Adult,,3089
2012,picnic_middle,up_valley,F,YES,picnic,High,11,10299,2,Adult,2497.655062,3089
2009,northpk,up_valley,M,NO,northpk,Low,2,2859,2,Adult,2554.888564,4358
2010,gothictown,down_valley,M,NO,gothictown,High,84,13828,2,Adult,3750.81541,4366
2014,picnic_middle,up_valley,M,YES,picnic,High,16,13924,5,Adult,2333.117515,2970
2013,picnic_lower,up_valley,M,YES,picnic,High,17,13644,4,Adult,,2970
2015,picnic_lower,up_valley,M,YES,picnic,Low,9,13511,6,Adult,3261.311486,2970
2011,picnic_lower,up_valley,M,YES,picnic,High,15,9938,2,Adult,1747.557351,2970
2012,picnic_lower,up_valley,M,YES,picnic,High,11,10299,3,Adult,3219.395661,2970
2015,rvannex,down_valley,F,NO,rvbench,Low,3,34688,6,Adult,2699.030484,2933
2013,rvannex,down_valley,F,YES,rvbench,Low,20,26418,4,Adult,2683.513346,2933
2012,rvannex,down_valley,F,YES,rvbench,Low,6,22175,3,Adult,2599.517184,2933
2014,rvannex,down_valley,F,YES,rvbench,Low,21,27776,5,Adult,2525.298047,2933
2011,rvannex,down_valley,F,YES,rvbench,Low,13,35825,2,Adult,1873.300634,2933
2012,avalanche,down_valley,M,YES,avalanche,Low,3,11095,3,Adult,4091.704105,2947
2011,avalanche,down_valley,M,YES,avalanche,Low,4,7400,2,Adult,2520.018845,2947
2009,gothictown,down_valley,M,YES,gothictown,High,67,17797,2,Adult,3166.909574,4359
2010,gothictown,down_valley,M,YES,gothictown,High,84,13828,3,Adult,3238.63821,4359
2011,mm_aspen,up_valley,M,NO,mm,High,11,14816,2,Adult,1571.311895,2956
2011,mm_aspen,up_valley,F,YES,mm,High,11,14816,2,Adult,1422.5997,2954
2014,bench,down_valley,F,NO,rvbench,Low,21,27776,5,Adult,,2941
2012,bench,down_valley,F,YES,rvbench,Low,6,22175,3,Adult,3120.051495,2941
2013,bench,down_valley,F,YES,rvbench,Low,20,26418,4,Adult,2848.564742,2941
2011,river_rivermound,down_valley,F,YES,rvbench,Low,13,35825,2,Adult,2115.993003,2941
2014,picnic_lower,up_valley,M,NO,picnic,High,16,13924,2,Adult,2611.587696,3162
2014,bench,down_valley,F,YES,rvbench,Low,21,27776,2,Adult,2419.959866,3176
2016,river_southmound,down_valley,F,YES,rvbench,Low,10,14535,4,Adult,3123.076079,3176
